RUN_ID,SERIES_LABEL,SAMPLE_MODE,SAMPLE_FACTOR_M,SAMPLE_CAP,THREAD_COUNT,SEED,FULL_MATERIAL,ITERATION_COUNT,TOP1_COUNT,TOP3_COUNT,TOP32_COUNT,TRUE_RANK_MEAN,TRUE_RANK_MAX,SAMPLE_COUNT_MEAN,SAMPLE_COUNT_MIN,SAMPLE_COUNT_MAX,MEAN_TRUE_DELTA_SIGNED_VALUE,MEAN_TRUE_DELTA_SIGNED_FRACTION,MEAN_TRUE_DELTA_ABS_VALUE,MEAN_TRUE_DELTA_ABS_FRACTION,MEAN_FALSE_DELTA_SIGNED_VALUE,MEAN_FALSE_DELTA_SIGNED_FRACTION,MEAN_FALSE_DELTA_ABS_VALUE,MEAN_FALSE_DELTA_ABS_FRACTION,MEAN_TRUE_FALSE_ABS_RATIO_VALUE,MEAN_TRUE_FALSE_ABS_DIFF_VALUE,MEAN_TRUE_FALSE_ABS_DIFF_FRACTION,TRUE_DELTA_ABS_MAX_VALUE,TRUE_DELTA_ABS_MAX_FRACTION,TRUE_DELTA_ABS_MAX_EXPERIMENT_COUNT_TOL_1E_7,FALSE_DELTA_ABS_MAX_VALUE,FALSE_DELTA_ABS_MAX_FRACTION,FALSE_DELTA_ABS_MAX_EXPERIMENT_COUNT_TOL_1E_7,FALSE_DELTA_ABS_MAX_KEY_COUNT_MEAN_TOL_1E_7,FALSE_DELTA_ABS_MAX_KEY_COUNT_MAX_TOL_1E_7,TOTAL_TIME_SUM_SEC,TOTAL_TIME_MEAN_SEC,DELTA_TIME_MEAN_SEC,RECOVERY_TIME_MEAN_SEC
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,131072,19035,22764,40154,1362.220978,65121,11215.417641,1871,18205,-0.0002605246,-1239053852239043360657498311858856538053091401117151941313152966680942859596922222920351997715664014621176501374441668901373825179083108726043120959533952464947938507638122772523346489129260262861729563005591286080228316337109599908038192990488536154338712157168633409453312035959690086668628608100621040906313344818544474008549503772691136008805350147367638853786877650190842674952332103374594764277420915880817283815373123301828263464905854737578616808930276807827750871444956813459631321775390083376334839225116954153843779673048860939689185037102695011561038184081065795045052918358003112513142056192822602713463090818135155079628216557441104202969443999820755799916648851344245034695567332708013376702411839549510913596693941732589021677140532166734058979201221295930883788474908755148724009574834653867746079/4755995865850499279799974115845449686688309373008315557866742117674598150459974983876202008913730782493096559819641662484343667835640667101723489439987014530720012573092860386396137807358925771026439568093983009430953069982471727933735523362032224231564135882814154603196399086413116394395686773594488358974063227144555493425505365558897318736280784430978513415806212520296278990403680835719006046244069172690359359574894656144942885728732020249462874814235088837239843474179731278067301634081188342383123769511705957648136178327625211322216620510087542847415273250243036774864462564637759036347061042008001512491597175313694567567846085511320386648073898828254782487829966997056517769270758198078900314650863549590449235560665867899705368353363459972641766957304192860071584625986769750063384734676906956610863104000,0.0306130989,413705058469733705521801281181562885837441840467326415452378159877807533050222848270385519322382423974578078799781370553071481833538980958804745540188818814337188358233990863913657966434029995561197526632032200224561269349610633493473038037916165115615318720851613659567508480971999717716364177527618780985021347711711493843960342727299924659420899104573023757664006943463798199883916133723786067758506480844667306651454821370841143969050266241998122576842163448762223471517964863242940833555134423454606574172330123752326624371420975966267711011764140523250219010437175440558082270773106835748998911983840089159228728903081862485446079316288572332458561669014611145339899673658103785544429170479922861150675205068072342266026901171972918128863019140033917457631425283072646367085286565588018185640378180150144544997/13513988252965443075529194743804753378028976633060213719304279431929041086063099649306769122889015516108432907780201309254293592752491163837824061457524077873875157677202883780857318403836947617672688041047537087773317869584340397665370450528701320072615166593849975884692207160173855120660914856677021800499472340544895487416375002136866771531139302102658458852229847771085768350781190667347907424083757527278704033914029937582581614326762935586888412581911898769230286944925333997435137570011181509454485832880823026000191823784593588269225275351834115651801934967153994738334387531226803115473966131559321370860270022537693100528148023465093293768307541792480052678833930613587422441952276343321753333093307403104569169337013990495504278369923002117384532939657035809715600217742894533716690770484381962077208576000,0.0000000040,1239053852239043360657498311858856538053091401117151941313152966680942859596922222920351997715664014621176501374441668901373825179083108726043120959533952464947938507638122772523346489129260262861729563005591286080228316337109599908038192990488536154338712157168633409453312035959690086668628608100621040906313344818544474008549503772691136008805350147367638853786877650190842674952332103374594764277420915880817283815373123301828263464905854737578616808930276807827750871444956813459631321775390083376334839225116954153843779673048860939689185037102695011561038184081065795045052918358003112513142056192822602713463090818135155079628216557441104202969443999820755799916648851344245034695567332708013376702411839549510913596693941732589021677140532166734058979201221295930883788474908755148724009574834653867746079/311684189068512470301691303681931545217118354760099960084796944681804789790394460568326898654161346830685083047780216350911462271608711118511448880449548997270736023977640605422470891205267200404217717095039176523057509441301284690137357523530781815015555645080225621920476014128083582906721332707514794605365233590918444261640494131902335783382161207684176876704860137517616643636105223568845061240605073232262700629740721290458832016232452947048549500950896546948513142080368689308140612589510678018078016234949649934470604446700918224001466225128587120505359932454677415040742554173535538447004645387994379121136820884182973485558793213984381538981522959709677170339936887152098892009159138511100732120644342722410090652468237652807191315037674349307078197546930279084791298464042955570403918587051097401492913520640000,0.0081361114,19872332759072607106582372152629279041981739321700514195034903612320824322593035361491787985572408796729554349742414290612271845394156389214327491268464561598317633748526139753326939697232122349480932415340767764164752641683027335429452778189739826996273920925056125644852795344585570662059691406490074938623595028140315370330045826940273800923745120071384133653575350855125567881194042951264055725782384428471496170118878201692751150863552189027248360398478885683651244329515514501109645100676193881163428140147190918870726660772349798636971590914796636033273885862626251343302659190552933342836272512066769638721194663822252082384566401526390036709480581151243443791990279919776442402083719467122853264899724441909815426946313890447346815905961871601716735021592844784941759989911171703961737475126418887907466387929/2442485321123445517784753430797095820656798058019819416128802613623264252553119742791516745246681929558054160365008253784090764782727262321769333371834154520703645565088967176653405900878729280401665761381096025623798462981306942885077331684750013886880720590041118282967440597714441018977771180871454180306396913418894747013830933062026846854607458426341546842640581577425913226624037839825813045069820807288777091000894227312309819385267599524511890280885174568291244143030501618026999049317458311580135801390484257718079266676128004109653974723538183132470617302725585635640299166664439527062593158288860536616718099956769677534564249112378868549513834783316677788625611095632430021798475743217518265365423329442758925168166662398818672061473047569654902634393931154836591414997545106376891434795779292185378160640000,3.7818145170,0.0224769874,10668844004138836869231559344372803866405297568496928206837245966780513059143413968833603258470240561902653992411045161250062518311736416239101036720060333018296785610574959284797511359889137767511999927691188443717990053755755838217294349456869333031186145905608936685893062984708740853264164432033825754391381168992412081811894865356471145141545577882414187808340660694747403415677371989962797823860899254934570611561496178752885806355125209238818793936515190747502270583246804228587250846003431055564538704944204278027007588928782768320091423935420349375825633890618023879486559521089969047999489493734101165111158225169787628687083721822480491756510488084298216217911631806708243320800564414712282808670035669463120103553851192786661063188373518547191008664344884522581233875219477437533261090975982210256892600723761/474656314071656245622837083384902287814304422608518239867697307914121019746156270015818087492938521644115191830933270652041638622776664644530507118593104028523408454815622621329645213404099723491390379628392994312891501306033982567333361457403086032017153367997990652990005956155839704688013532816019262372876466841071879169687811325053883905412049420852373936419819686546435803707271353539483001758568510216452348017840444841025541567203670174263477344585352257771265111795594147769913481917359398550406390736884107416546737490727542131976089087940920255410123295829672141859431471388456081425830603760801897615848884091598907334216985744172293454788855226224541050256243756251235567569503786098604382902680600355042817791013721392837095270612928911036269411950553954423244264981189599005909235495313109114691822551040000,0.1111703546,417/3751,1,0.1117035457,419/3751,1,75.713829,16383,2068.6606,0.0158,0.0000,0.0156
