KEY,TOTAL_PLAINTEXTS,MISMATCH_COUNT,FIRST_MISMATCH_PLAINTEXT,FIRST_EXPECTED_PREFIX10,FIRST_ACTUAL_TH1H2T,STATUS
0xDEADBEEF,65536,0,,,,OK
