RUN_ID,SERIES_LABEL,SAMPLE_MODE,SAMPLE_FACTOR_M,SAMPLE_CAP,THREAD_COUNT,SEED,FULL_MATERIAL,ITERATION,TRUE_KEY,K4,K3,K2,K1,PREFIX_ALPHA,PREFIX_BETA,PREFIX_DELTA_ABS_VALUE,PREFIX_DELTA_ABS_NUMERATOR,PREFIX_DELTA_ABS_DENOMINATOR,PREFIX_DELTA_ABS_FRACTION,PREFIX_DELTA_SIGNED_VALUE,PREFIX_DELTA_SIGNED_NUMERATOR,PREFIX_DELTA_SIGNED_DENOMINATOR,PREFIX_DELTA_SIGNED_FRACTION,PREFIX_MAX_PAIR_COUNT_TOL_2_NEG_15,PREFIX_MAX_SIGNED_VALUE_MIN_TOL,PREFIX_MAX_SIGNED_VALUE_MAX_TOL,SAMPLE_COUNT,TRUE_KEY_LAST_ROUND_K1,TRUE_KEY_LAST_ROUND_K2,TRUE_DELTA_SIGNED_VALUE,TRUE_DELTA_SIGNED_NUMERATOR,TRUE_DELTA_SIGNED_DENOMINATOR,TRUE_DELTA_SIGNED_FRACTION,TRUE_RANK,FALSE_DELTA_SIGNED_MEAN_VALUE,FALSE_DELTA_SIGNED_MEAN_NUMERATOR,FALSE_DELTA_SIGNED_MEAN_DENOMINATOR,FALSE_DELTA_SIGNED_MEAN_FRACTION,BEST_GUESS_K1,BEST_GUESS_K2,BEST_DELTA_SIGNED_VALUE,BEST_DELTA_SIGNED_NUMERATOR,BEST_DELTA_SIGNED_DENOMINATOR,BEST_DELTA_SIGNED_FRACTION,BEST_TIE_COUNT,TRUE_IN_BEST_TIES,MAX_ABS_DELTA_SIGNED_MIN_VALUE,MAX_ABS_DELTA_SIGNED_MAX_VALUE,MAX_ABS_DELTA_SIGNED_MIN_NUMERATOR,MAX_ABS_DELTA_SIGNED_MAX_NUMERATOR,MAX_ABS_DELTA_SIGNED_MIN_FRACTION,MAX_ABS_DELTA_SIGNED_MAX_FRACTION,MIN_ABS_DELTA_VALUE,MIN_ABS_DELTA_NUMERATOR,MIN_ABS_DELTA_DENOMINATOR,MIN_ABS_DELTA_FRACTION,DELTA_TIME_SEC,RECOVERY_TIME_SEC,TOTAL_TIME_SEC
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1246,0x8EDF68BF,0x8E,0xDF,0x68,0xBF,0xE100,0xA10F,0.0372924805,2444,65536,2444/2^16,-0.0372924805,-2444,65536,-2444/2^16,1,-0.0372924805,-0.0372924805,7191,0xBF,0x68,0.0424141288,305,7191,305/7191,41,-0.0000006472,-305,471262185,-305/471262185,0x1C,0x01,-0.0543735225,-391,7191,-391/7191,1,0,-0.0543735225,-0.0543735225,-391,-391,-391/7191,-391/7191,0.0001390627,1,7191,1/7191,0.0000,0.0149,0.0151
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1247,0xF76C247C,0xF7,0x6C,0x24,0x7C,0x05A1,0x00E1,0.0272827148,1788,65536,1788/2^16,-0.0272827148,-1788,65536,-1788/2^16,1,-0.0272827148,-0.0272827148,13435,0x7C,0x24,0.0289542240,389,13435,389/13435,145,-0.0000004418,-389,880462725,-389/880462725,0x1A,0x04,-0.0350576852,-471,13435,-471/13435,16,0,-0.0350576852,-0.0350576852,-471,-471,-471/13435,-471/13435,0.0000744325,1,13435,1/13435,0.0000,0.0222,0.0225
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1248,0xE02B57A8,0xE0,0x2B,0x57,0xA8,0x06E1,0x0061,0.0332031250,2176,65536,2176/2^16,-0.0332031250,-2176,65536,-2176/2^16,1,-0.0332031250,-0.0332031250,9071,0xA8,0x57,0.0314188072,285,9071,285/9071,625,-0.0000004794,-285,594467985,-285/594467985,0x10,0x08,-0.0428839158,-389,9071,-389/9071,16,0,-0.0428839158,-0.0428839158,-389,-389,-389/9071,-389/9071,0.0001102414,1,9071,1/9071,0.0000,0.0122,0.0124
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1249,0x30A24098,0x30,0xA2,0x40,0x98,0x08C0,0x0CF0,0.0313720703,2056,65536,2056/2^16,0.0313720703,2056,65536,2056/2^16,1,0.0313720703,0.0313720703,10161,0x98,0x40,-0.0418265919,-425,10161,-425/10161,3,0.0000006382,425,665901135,425/665901135,0x32,0x1B,0.0455663813,463,10161,463/10161,1,0,0.0455663813,0.0455663813,463,463,463/10161,463/10161,0.0000984155,1,10161,1/10161,0.0000,0.0200,0.0203
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1250,0xC84DFE89,0xC8,0x4D,0xFE,0x89,0x05C0,0x00E0,0.0261840820,1716,65536,1716/2^16,0.0261840820,1716,65536,1716/2^16,1,0.0261840820,0.0261840820,14586,0x89,0xFE,-0.0185109009,-270,14586,-270/14586,2113,0.0000002825,270,955893510,270/955893510,0xC1,0x0E,0.0316742081,462,14586,462/14586,16,0,0.0316742081,0.0316742081,462,462,462/14586,462/14586,0.0000000000,0,14586,0/14586,0.0000,0.0254,0.0257
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1251,0x2621F415,0x26,0x21,0xF4,0x15,0x8100,0xC10E,0.0305786133,2004,65536,2004/2^16,0.0305786133,2004,65536,2004/2^16,1,0.0305786133,0.0305786133,10695,0x15,0xF4,-0.0238429173,-255,10695,-255/10695,1069,0.0000003638,255,700896825,255/700896825,0x99,0x3E,-0.0438522674,-469,10695,-469/10695,1,0,-0.0438522674,-0.0438522674,-469,-469,-469/10695,-469/10695,0.0000935016,1,10695,1/10695,0.0000,0.0215,0.0218
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1252,0xCB775AD1,0xCB,0x77,0x5A,0xD1,0x1108,0x0001,0.0308837891,2024,65536,2024/2^16,0.0308837891,2024,65536,2024/2^16,1,0.0308837891,0.0308837891,10485,0xD1,0x5A,-0.0233667144,-245,10485,-245/10485,1601,0.0000003566,245,687134475,245/687134475,0x09,0x07,0.0363376252,381,10485,381/10485,64,0,0.0363376252,0.0363376252,381,381,381/10485,381/10485,0.0000953743,1,10485,1/10485,0.0000,0.0154,0.0157
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1253,0x239482D7,0x23,0x94,0x82,0xD7,0x0960,0x0080,0.0389404297,2552,65536,2552/2^16,-0.0389404297,-2552,65536,-2552/2^16,1,-0.0389404297,-0.0389404297,6595,0xD7,0x82,0.0286580743,189,6595,189/6595,1969,-0.0000004373,-189,432203325,-189/432203325,0xEF,0x04,0.0538286581,355,6595,355/6595,16,0,0.0538286581,0.0538286581,355,355,355/6595,355/6595,0.0001516300,1,6595,1/6595,0.0000,0.0072,0.0073
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1254,0x5984DEE8,0x59,0x84,0xDE,0xE8,0x06C0,0x00A0,0.0288085938,1888,65536,1888/2^16,-0.0288085938,-1888,65536,-1888/2^16,1,-0.0288085938,-0.0288085938,12050,0xE8,0xDE,0.0292116183,352,12050,352/12050,161,-0.0000004457,-352,789696750,-352/789696750,0x1C,0x05,0.0366804979,442,12050,442/12050,16,0,0.0366804979,0.0366804979,442,442,442/12050,442/12050,0.0000000000,0,12050,0/12050,0.0000,0.0192,0.0195
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1255,0xE69EAFCD,0xE6,0x9E,0xAF,0xCD,0x9108,0x810A,0.0421142578,2760,65536,2760/2^16,-0.0421142578,-2760,65536,-2760/2^16,1,-0.0421142578,-0.0421142578,5639,0xCD,0xAF,0.0310338713,175,5639,175/5639,1861,-0.0000004735,-175,369551865,-175/369551865,0xEF,0x74,-0.0544422770,-307,5639,-307/5639,1,0,-0.0544422770,-0.0544422770,-307,-307,-307/5639,-307/5639,0.0001773364,1,5639,1/5639,0.0000,0.0120,0.0122
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1256,0x3FC1E7DB,0x3F,0xC1,0xE7,0xDB,0xE102,0x010D,0.0395507812,2592,65536,2592/2^16,0.0395507812,2592,65536,2592/2^16,1,0.0395507812,0.0395507812,6393,0xDB,0xE7,-0.0364461129,-233,6393,-233/6393,252,0.0000005561,233,418965255,233/418965255,0xC1,0x9B,-0.0542781167,-347,6393,-347/6393,1,0,-0.0542781167,-0.0542781167,-347,-347,-347/6393,-347/6393,0.0001564211,1,6393,1/6393,0.0000,0.0134,0.0136
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1257,0xE73F4607,0xE7,0x3F,0x46,0x07,0x0461,0x0061,0.0253906250,1664,65536,1664/2^16,0.0253906250,1664,65536,1664/2^16,1,0.0253906250,0.0253906250,15512,0x07,0x46,-0.0246260959,-382,15512,-382/15512,49,0.0000003758,382,1016578920,382/1016578920,0xDE,0x0F,-0.0331356369,-514,15512,-514/15512,16,0,-0.0331356369,-0.0331356369,-514,-514,-514/15512,-514/15512,0.0000000000,0,15512,0/15512,0.0000,0.0271,0.0275
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1258,0x8C82E8AA,0x8C,0x82,0xE8,0xAA,0x8100,0xE108,0.0321044922,2104,65536,2104/2^16,-0.0321044922,-2104,65536,-2104/2^16,1,-0.0321044922,-0.0321044922,9703,0xAA,0xE8,0.0126764918,123,9703,123/9703,14142,-0.0000001934,-123,635886105,-123/635886105,0x9E,0x77,-0.0415335463,-403,9703,-403/9703,1,0,-0.0415335463,-0.0415335463,-403,-403,-403/9703,-403/9703,0.0001030609,1,9703,1/9703,0.0000,0.0197,0.0199
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1259,0xE68EFEDA,0xE6,0x8E,0xFE,0xDA,0x8100,0x810A,0.0404052734,2648,65536,2648/2^16,-0.0404052734,-2648,65536,-2648/2^16,1,-0.0404052734,-0.0404052734,6126,0xDA,0xFE,0.0378713679,232,6126,232/6126,365,-0.0000005779,-232,401467410,-232/401467410,0xE3,0x83,0.0551746654,338,6126,338/6126,1,0,0.0551746654,0.0551746654,338,338,338/6126,338/6126,0.0000000000,0,6126,0/6126,0.0000,0.0130,0.0132
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1260,0x7497425C,0x74,0x97,0x42,0x5C,0x0E01,0x0081,0.0286865234,1880,65536,1880/2^16,0.0286865234,1880,65536,1880/2^16,1,0.0286865234,0.0286865234,12152,0x5C,0x42,-0.0264976959,-322,12152,-322/12152,881,0.0000004043,322,796381320,322/796381320,0xAD,0x02,0.0426267281,518,12152,518/12152,16,0,0.0426267281,0.0426267281,518,518,518/12152,518/12152,0.0000000000,0,12152,0/12152,0.0000,0.0191,0.0193
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1261,0xE376B858,0xE3,0x76,0xB8,0x58,0x0CC0,0x0040,0.0270996094,1776,65536,1776/2^16,0.0270996094,1776,65536,1776/2^16,1,0.0270996094,0.0270996094,13617,0x58,0xB8,-0.0204890945,-279,13617,-279/13617,1809,0.0000003126,279,892390095,279/892390095,0x03,0x03,0.0310641110,423,13617,423/13617,16,0,0.0310641110,0.0310641110,423,423,423/13617,423/13617,0.0000734376,1,13617,1/13617,0.0000,0.0231,0.0234
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1262,0xB1032AE6,0xB1,0x03,0x2A,0xE6,0x0E00,0x00A0,0.0266723633,1748,65536,1748/2^16,0.0266723633,1748,65536,1748/2^16,1,0.0266723633,0.0266723633,14057,0xE6,0x2A,-0.0188518176,-265,14057,-265/14057,1873,0.0000002877,265,921225495,265/921225495,0x16,0x0B,0.0302340471,425,14057,425/14057,16,0,0.0302340471,0.0302340471,425,425,425/14057,425/14057,0.0000711389,1,14057,1/14057,0.0000,0.0241,0.0245
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1263,0x8BEA58D6,0x8B,0xEA,0x58,0xD6,0x8100,0xE106,0.0252685547,1656,65536,1656/2^16,0.0252685547,1656,65536,1656/2^16,1,0.0252685547,0.0252685547,15662,0xD6,0x58,-0.0226024773,-354,15662,-354/15662,569,0.0000003449,354,1026409170,354/1026409170,0xA5,0xBA,-0.0367769123,-576,15662,-576/15662,1,0,-0.0367769123,-0.0367769123,-576,-576,-576/15662,-576/15662,0.0000000000,0,15662,0/15662,0.0000,0.0309,0.0312
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1264,0x85650B8B,0x85,0x65,0x0B,0x8B,0x0940,0x0281,0.0255737305,1676,65536,1676/2^16,-0.0255737305,-1676,65536,-1676/2^16,1,-0.0255737305,-0.0255737305,15291,0x8B,0x0B,0.0190308024,291,15291,291/15291,2113,-0.0000002904,-291,1002095685,-291/1002095685,0x66,0x02,0.0321103917,491,15291,491/15291,16,0,0.0321103917,0.0321103917,491,491,491/15291,491/15291,0.0000653979,1,15291,1/15291,0.0000,0.0298,0.0302
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1265,0x4FB2ABB4,0x4F,0xB2,0xAB,0xB4,0x0121,0x00C1,0.0308227539,2020,65536,2020/2^16,-0.0308227539,-2020,65536,-2020/2^16,1,-0.0308227539,-0.0308227539,10526,0xB4,0xAB,0.0381911457,402,10526,402/10526,97,-0.0000005828,-402,689821410,-402/689821410,0xCA,0x02,-0.0423712711,-446,10526,-446/10526,16,0,-0.0423712711,-0.0423712711,-446,-446,-446/10526,-446/10526,0.0000000000,0,10526,0/10526,0.0000,0.0151,0.0153
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1266,0x804C39E9,0x80,0x4C,0x39,0xE9,0x610E,0x0103,0.0280151367,1836,65536,1836/2^16,0.0280151367,1836,65536,1836/2^16,1,0.0280151367,0.0280151367,12742,0xE9,0x39,-0.0167948517,-214,12742,-214/12742,3850,0.0000002563,214,835046970,214/835046970,0x71,0x08,-0.0441061058,-562,12742,-562/12742,1,0,-0.0441061058,-0.0441061058,-562,-562,-562/12742,-562/12742,0.0000000000,0,12742,0/12742,0.0000,0.0253,0.0256
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1267,0x43A590C2,0x43,0xA5,0x90,0xC2,0x0FC1,0x0061,0.0324096680,2124,65536,2124/2^16,0.0324096680,2124,65536,2124/2^16,1,0.0324096680,0.0324096680,9521,0xC2,0x90,-0.0423274866,-403,9521,-403/9521,1,0.0000006459,403,623958735,403/623958735,0xC2,0x00,-0.0423274866,-403,9521,-403/9521,16,16,-0.0423274866,-0.0423274866,-403,-403,-403/9521,-403/9521,0.0001050310,1,9521,1/9521,0.0000,0.0129,0.0131
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1268,0x22EC1CD5,0x22,0xEC,0x1C,0xD5,0x0901,0x02E1,0.0294189453,1928,65536,1928/2^16,0.0294189453,1928,65536,1928/2^16,1,0.0294189453,0.0294189453,11555,0xD5,0x1C,-0.0248377326,-287,11555,-287/11555,769,0.0000003790,287,757256925,287/757256925,0xD6,0x07,0.0383383817,443,11555,443/11555,16,0,0.0383383817,0.0383383817,443,443,443/11555,443/11555,0.0000865426,1,11555,1/11555,0.0000,0.0227,0.0230
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1269,0xDF89B7AB,0xDF,0x89,0xB7,0xAB,0x0201,0x0105,0.0333251953,2184,65536,2184/2^16,0.0333251953,2184,65536,2184/2^16,1,0.0333251953,0.0333251953,9005,0xAB,0xB7,-0.0416435314,-375,9005,-375/9005,6,0.0000006354,375,590142675,375/590142675,0x41,0x44,-0.0478622987,-431,9005,-431/9005,1,0,-0.0478622987,-0.0478622987,-431,-431,-431/9005,-431/9005,0.0001110494,1,9005,1/9005,0.0000,0.0184,0.0186
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1270,0xAFCAE1EE,0xAF,0xCA,0xE1,0xEE,0x0A81,0x00C1,0.0309448242,2028,65536,2028/2^16,-0.0309448242,-2028,65536,-2028/2^16,1,-0.0309448242,-0.0309448242,10443,0xEE,0xE1,0.0184812793,193,10443,193/10443,5489,-0.0000002820,-193,684382005,-193/684382005,0xD8,0x07,-0.0372498324,-389,10443,-389/10443,16,0,-0.0372498324,-0.0372498324,-389,-389,-389/10443,-389/10443,0.0000957579,1,10443,1/10443,0.0000,0.0151,0.0154
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1271,0xA5ACF984,0xA5,0xAC,0xF9,0x84,0x0081,0x00C1,0.0296020508,1940,65536,1940/2^16,-0.0296020508,-1940,65536,-1940/2^16,1,-0.0296020508,-0.0296020508,11412,0x84,0xF9,0.0206799860,236,11412,236/11412,1185,-0.0000003156,-236,747885420,-236/747885420,0x44,0x00,-0.0292674378,-334,11412,-334/11412,16,0,-0.0292674378,-0.0292674378,-334,-334,-334/11412,-334/11412,0.0000000000,0,11412,0/11412,0.0000,0.0179,0.0181
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1272,0x3309320E,0x33,0x09,0x32,0x0E,0x0A81,0x0080,0.0276489258,1812,65536,1812/2^16,0.0276489258,1812,65536,1812/2^16,1,0.0276489258,0.0276489258,13082,0x0E,0x32,-0.0158997095,-208,13082,-208/13082,5297,0.0000002426,208,857328870,208/857328870,0x6E,0x02,0.0406665647,532,13082,532/13082,16,0,0.0406665647,0.0406665647,532,532,532/13082,532/13082,0.0000000000,0,13082,0/13082,0.0000,0.0222,0.0225
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1273,0x4D51CB5D,0x4D,0x51,0xCB,0x5D,0x0B81,0x0AA1,0.0302124023,1980,65536,1980/2^16,-0.0302124023,-1980,65536,-1980/2^16,1,-0.0302124023,-0.0302124023,10956,0x5D,0xCB,0.0193501278,212,10956,212/10956,4641,-0.0000002953,-212,718001460,-212/718001460,0x3D,0x0A,-0.0346841913,-380,10956,-380/10956,16,0,-0.0346841913,-0.0346841913,-380,-380,-380/10956,-380/10956,0.0000000000,0,10956,0/10956,0.0000,0.0217,0.0220
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1274,0x24F48EE3,0x24,0xF4,0x8E,0xE3,0x0581,0x0041,0.0330810547,2168,65536,2168/2^16,-0.0330810547,-2168,65536,-2168/2^16,1,-0.0330810547,-0.0330810547,9138,0xE3,0x8E,0.0260450865,238,9138,238/9138,1265,-0.0000003974,-238,598858830,-238/598858830,0xBA,0x0C,-0.0398336616,-364,9138,-364/9138,16,0,-0.0398336616,-0.0398336616,-364,-364,-364/9138,-364/9138,0.0000000000,0,9138,0/9138,0.0000,0.0120,0.0122
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1275,0x42B27EB2,0x42,0xB2,0x7E,0xB2,0x0C80,0x0080,0.0299072266,1960,65536,1960/2^16,-0.0299072266,-1960,65536,-1960/2^16,1,-0.0299072266,-0.0299072266,11181,0xB2,0x7E,0.0376531616,421,11181,421/11181,49,-0.0000005746,-421,732746835,-421/732746835,0x0D,0x02,-0.0446292818,-499,11181,-499/11181,16,0,-0.0446292818,-0.0446292818,-499,-499,-499/11181,-499/11181,0.0000894374,1,11181,1/11181,0.0000,0.0174,0.0177
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1276,0x31E9D651,0x31,0xE9,0xD6,0x51,0x8100,0x010B,0.0403442383,2644,65536,2644/2^16,-0.0403442383,-2644,65536,-2644/2^16,1,-0.0403442383,-0.0403442383,6144,0x51,0xD6,0.0537109375,330,6144,330/6144,5,-0.0000008196,-330,402647040,-330/402647040,0xA0,0x48,-0.0690104167,-424,6144,-424/6144,1,0,-0.0690104167,-0.0690104167,-424,-424,-424/6144,-424/6144,0.0000000000,0,6144,0/6144,0.0000,0.0130,0.0132
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1277,0xD2D377A5,0xD2,0xD3,0x77,0xA5,0x0100,0x0001,0.0315551758,2068,65536,2068/2^16,-0.0315551758,-2068,65536,-2068/2^16,1,-0.0315551758,-0.0315551758,10043,0xA5,0x77,0.0176242159,177,10043,177/10043,4897,-0.0000002689,-177,658168005,-177/658168005,0x7A,0x07,0.0373394404,375,10043,375/10043,32,0,0.0373394404,0.0373394404,375,375,375/10043,375/10043,0.0000995718,1,10043,1/10043,0.0000,0.0142,0.0145
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1278,0x93DC9C68,0x93,0xDC,0x9C,0x68,0x0701,0x0100,0.0272216797,1784,65536,1784/2^16,-0.0272216797,-1784,65536,-1784/2^16,1,-0.0272216797,-0.0272216797,13495,0x68,0x9C,0.0218599481,295,13495,295/13495,1,-0.0000003336,-295,884394825,-295/884394825,0x00,0x00,0.0218599481,295,13495,295/13495,8192,8192,0.0218599481,0.0218599481,295,295,295/13495,295/13495,0.0030381623,41,13495,41/13495,0.0000,0.0267,0.0270
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1279,0x7F76A769,0x7F,0x76,0xA7,0x69,0x0661,0x0061,0.0303344727,1988,65536,1988/2^16,0.0303344727,1988,65536,1988/2^16,1,0.0303344727,0.0303344727,10868,0x69,0xA7,-0.0167464115,-182,10868,-182/10868,4241,0.0000002555,182,712234380,182/712234380,0xCF,0x0B,0.0371733530,404,10868,404/10868,16,0,0.0371733530,0.0371733530,404,404,404/10868,404/10868,0.0000000000,0,10868,0/10868,0.0000,0.0162,0.0165
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1280,0x412D9E04,0x41,0x2D,0x9E,0x04,0x0EE1,0x0641,0.0328979492,2156,65536,2156/2^16,0.0328979492,2156,65536,2156/2^16,1,0.0328979492,0.0328979492,9240,0x04,0x9E,-0.0324675325,-300,9240,-300/9240,145,0.0000004954,300,605543400,300/605543400,0xD1,0x04,0.0370129870,342,9240,342/9240,16,0,0.0370129870,0.0370129870,342,342,342/9240,342/9240,0.0000000000,0,9240,0/9240,0.0000,0.0183,0.0185
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1281,0x5E71620A,0x5E,0x71,0x62,0x0A,0x0721,0x0081,0.0335083008,2196,65536,2196/2^16,-0.0335083008,-2196,65536,-2196/2^16,1,-0.0335083008,-0.0335083008,8907,0x0A,0x62,0.0286291681,255,8907,255/8907,513,-0.0000004369,-255,583720245,-255/583720245,0x43,0x05,-0.0403053778,-359,8907,-359/8907,16,0,-0.0403053778,-0.0403053778,-359,-359,-359/8907,-359/8907,0.0001122712,1,8907,1/8907,0.0000,0.0112,0.0115
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1282,0x7D9DD697,0x7D,0x9D,0xD6,0x97,0x0CA0,0x00A0,0.0336303711,2204,65536,2204/2^16,-0.0336303711,-2204,65536,-2204/2^16,1,-0.0336303711,-0.0336303711,8842,0x97,0xD6,0.0382266456,338,8842,338/8842,65,-0.0000005833,-338,579460470,-338/579460470,0x77,0x00,0.0450124406,398,8842,398/8842,16,0,0.0450124406,0.0450124406,398,398,398/8842,398/8842,0.0000000000,0,8842,0/8842,0.0000,0.0115,0.0117
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1283,0x199DA5BB,0x19,0x9D,0xA5,0xBB,0x2000,0x0002,0.0259399414,1700,65536,1700/2^16,-0.0259399414,-1700,65536,-1700/2^16,1,-0.0259399414,-0.0259399414,14862,0xBB,0xA5,0.0243574216,362,14862,362/14862,286,-0.0000003717,-362,973981170,-362/973981170,0xB6,0xE4,0.0353922756,526,14862,526/14862,1,0,0.0353922756,0.0353922756,526,526,526/14862,526/14862,0.0000000000,0,14862,0/14862,0.0000,0.0260,0.0263
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1284,0x8AAA2DC6,0x8A,0xAA,0x2D,0xC6,0x6100,0x410D,0.0288696289,1892,65536,1892/2^16,-0.0288696289,-1892,65536,-1892/2^16,1,-0.0288696289,-0.0288696289,11999,0xC6,0x2D,0.0190849237,229,11999,229/11999,2561,-0.0000002912,-229,786354465,-229/786354465,0xD0,0xCC,0.0414201183,497,11999,497/11999,1,0,0.0414201183,0.0414201183,497,497,497/11999,497/11999,0.0000833403,1,11999,1/11999,0.0000,0.0239,0.0242
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1285,0x19094F34,0x19,0x09,0x4F,0x34,0x0C81,0x08F9,0.0297241211,1948,65536,1948/2^16,-0.0297241211,-1948,65536,-1948/2^16,1,-0.0297241211,-0.0297241211,11319,0x34,0x4F,0.0345436876,391,11319,391/11319,13,-0.0000005271,-391,741790665,-391/741790665,0xE6,0x6E,-0.0401978973,-455,11319,-455/11319,1,0,-0.0401978973,-0.0401978973,-455,-455,-455/11319,-455/11319,0.0000883470,1,11319,1/11319,0.0000,0.0227,0.0230
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1286,0x42FAFF5E,0x42,0xFA,0xFF,0x5E,0x0101,0x0EE1,0.0283813477,1860,65536,1860/2^16,0.0283813477,1860,65536,1860/2^16,1,0.0283813477,0.0283813477,12415,0x5E,0xFF,-0.0305275876,-379,12415,-379/12415,177,0.0000004658,379,813617025,379/813617025,0x9E,0x0C,-0.0395489327,-491,12415,-491/12415,16,0,-0.0395489327,-0.0395489327,-491,-491,-491/12415,-491/12415,0.0000805477,1,12415,1/12415,0.0000,0.0243,0.0246
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1287,0x5BD19B6F,0x5B,0xD1,0x9B,0x6F,0xD108,0x0109,0.0308227539,2020,65536,2020/2^16,-0.0308227539,-2020,65536,-2020/2^16,1,-0.0308227539,-0.0308227539,10526,0x6F,0x9B,0.0277408322,292,10526,292/10526,290,-0.0000004233,-292,689821410,-292/689821410,0x93,0x5F,0.0423712711,446,10526,446/10526,2,0,-0.0423712711,0.0423712711,-446,446,-446/10526,446/10526,0.0000000000,0,10526,0/10526,0.0000,0.0212,0.0214
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1288,0x90C987FC,0x90,0xC9,0x87,0xFC,0x04E1,0x0AE1,0.0261230469,1712,65536,1712/2^16,0.0261230469,1712,65536,1712/2^16,1,0.0261230469,0.0261230469,14654,0xFC,0x87,-0.0339838952,-498,14654,-498/14654,1,0.0000005186,498,960349890,498/960349890,0xFC,0x07,-0.0339838952,-498,14654,-498/14654,16,16,-0.0339838952,-0.0339838952,-498,-498,-498/14654,-498/14654,0.0000000000,0,14654,0/14654,0.0000,0.0285,0.0289
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,1289,0xA0EA145C,0xA0,0xEA,0x14,0x5C,0x0A41,0x0041,0.0309448242,2028,65536,2028/2^16,-0.0309448242,-2028,65536,-2028/2^16,1,-0.0309448242,-0.0309448242,10443,0x5C,0x14,0.0192473427,201,10443,201/10443,3217,-0.0000002937,-201,684382005,-201/684382005,0x46,0x04,-0.0324619362,-339,10443,-339/10443,16,0,-0.0324619362,-0.0324619362,-339,-339,-339/10443,-339/10443,0.0000957579,1,10443,1/10443,0.0000,0.0148,0.0151
